acc_x,acc_y
6.5283,9.456
6.5287,12.953
6.5291,11.889000000000001
6.5295,7.2678
6.5299,-0.034383
6.5303,-3.3645
6.5307,0.9515299999999999
6.5311,6.7181
6.5315,7.165
6.5319,4.9768
6.5323,5.1683
6.5327,6.1471
6.5331,4.6399
6.5335,2.2212
6.5339,0.66071
6.5343,-1.6764
6.5347,-5.0598
6.5351,-7.3969
6.5355,-6.9643
6.5359,-2.7617
6.5363,2.7389
6.5367,4.4164
6.5371,0.25284
6.5375,-5.7194
6.5379,-8.4396
6.5383,-7.404
6.5387,-5.5031
6.5391,-6.1592
6.5395,-8.6985
6.5399,-8.1665
6.5403,-2.9461
6.5407,3.3241
6.5411,6.5018
6.5415,5.1257
6.5419,0.86282
6.5423,-3.4213
6.5427,-5.4358
6.5431,-5.3116
6.5435,-4.8825
6.5439,-4.2229
6.5443,-2.2723
6.5447,-0.38556
6.5451,0.32374
6.5455,1.9019
6.5459,5.8244
6.5463,9.8177
6.5467,10.218
6.5471,6.8741
6.5475,1.6714
6.5479,-4.8152
6.5483,-11.561
6.5487,-14.235
6.5491,-10.578
6.5495,-2.0631
6.5499,8.087
6.5503,15.446
6.5507,17.099
6.5511,13.427999999999999
6.5515,9.1013
6.5519,6.6507
6.5523,5.6364
6.5527,2.98
6.5531,-2.0454
6.5535,-6.1877
6.5539,-6.3508
6.5543,-3.6342
6.5547,-0.79346
6.5551,2.4942
6.5555,6.6755
6.5559,9.0339
6.5563,6.484
6.5567,0.31659
6.5571,-4.3081
6.5575,-3.6910000000000003
6.5579,-0.66225
6.5583,-0.9530700000000001
6.5587,-6.6381
6.5591,-13.738
6.5595,-16.035999999999998
6.5599,-10.77
6.5603,-3.3080000000000003
6.5607,-0.31471
6.5611,-1.4354
6.5615,-0.8644200000000001
6.5619,4.012
6.5623,8.7998
6.5627,7.4131
6.5631,-0.78286
6.5635,-10.167
6.5639,-14.685
6.5643,-12.387
6.5647,-6.3119
6.5651,-0.33955
6.5655,3.7531
6.5659,5.0157
6.5663,4.3241
6.5667,3.9339999999999997
6.5671,4.8029
6.5675,5.9839
6.5679,5.7675
6.5683,3.7035
6.5687,0.36973
6.5691,-3.7761
6.5695,-8.2944
6.5699,-11.295
6.5703,-10.022
6.5707,-3.4463
6.5711,7.0407
6.5715,16.279
6.5719,19.744
6.5723,15.595
6.5727,6.647
6.5731,-0.56302
6.5735,-1.9816
6.5739,-0.27221
6.5743,0.078894
6.5747,-0.5382
6.5751,-0.40344
6.5755,1.1358
6.5759,4.051
6.5763,7.9557
6.5767,9.6793
6.5771,6.037000000000001
6.5775,-1.2617
6.5779,-7.5213
6.5783,-8.7555
6.5787,-4.0812
6.5791,2.15
6.5795,2.0046
6.5799,-5.9928
6.5803,-13.975999999999999
6.5807,-14.675
6.5811,-8.2696
6.5815,-0.0098012
6.5819,4.3205
6.5823,2.1075
6.5827,-2.1696
6.5831,-2.5172
6.5835,-0.016904
6.5839,0.093035
6.5843,-2.5669
6.5847,-4.5529
6.5851,-5.2019
6.5855,-5.3722
6.5859,-3.8543
6.5863,0.061105999999999994
6.5867,4.0368
6.5871,4.9943
6.5875,2.6075
6.5879,-0.8893700000000001
6.5883,-2.5775
6.5887,-0.6694899999999999
6.5891,2.8274
6.5895,3.4799
6.5899,1.4194
6.5903,0.9158
6.5907,1.9656
6.5911,1.2563
6.5915,-1.8115
6.5919,-4.2586
6.5923,-2.3541
6.5927,3.4764
6.5931,8.023
6.5935,8.172
6.5939,5.997999999999999
6.5943,5.2957
6.5947,7.1258
6.5951,9.47
6.5955,8.2855
6.5959,2.1677
6.5963,-4.6381
6.5967,-6.9292
6.5971,-3.9501
6.5975,1.0257
6.5979,5.7142
6.5983,8.437999999999999
6.5987,7.3492
6.5991,1.9833
6.5995,-4.9218
6.5999,-9.7912
6.6003,-8.8833
6.6007,-2.7088
6.6011,2.1606
6.6015,0.8129
6.6019,-4.9289
6.6023,-9.121
6.6027,-9.0004
6.6031,-5.9397
6.6035,-3.1202
6.6039,-2.0669
6.6043,-1.4782
6.6047,-0.67666
6.6051,-0.52061
6.6055,-1.8045
6.6059,-2.8791
6.6063,-2.3967
6.6067,-1.3221
6.6071,-0.73342
6.6075,-0.3504
6.6079,0.7845
6.6083,1.8875
6.6087,1.0505
6.6091,-1.7477
6.6095,-3.7196
6.6099,-2.9748
6.6103,-0.42843000000000003
6.6107,2.4549
6.6111,5.2886
6.6115,7.5903
6.6119,7.5123
6.6123,4.5048
6.6127,-0.83275
6.6131,-6.6101
6.6135,-8.7167
6.6139,-4.4999
6.6143,2.3769
6.6147,6.8526
6.6151,7.835
6.6155,7.4484
6.6159,7.7747
6.6163,8.9131
6.6167,9.3671
6.6171,6.6575
6.6175,1.093
6.6179,-2.6309
6.6183,-1.2406
6.6187,2.6641
6.6191,4.3062
6.6195,2.8698
6.6199,0.55747
6.6203,-2.411
6.6207,-7.0109
6.6211,-10.231
6.6215,-6.947
6.6219,1.9229
6.6223,7.5583
6.6227,4.26
6.6231,-4.0956
6.6235,-9.9226
6.6239,-9.7807
6.6243,-5.8618
6.6247,-2.5884
6.6251,-2.6593
6.6255,-5.2554
6.6259,-8.05
6.6263,-8.2486
6.6267,-4.6276
6.6271,0.69929
6.6275,4.487
6.6279,5.3629999999999995
6.6283,4.5473
6.6287,3.2705
6.6291,1.7562
6.6295,-0.9605100000000001
6.6299,-6.7733
6.6303,-14.732000000000001
6.6307,-17.814
6.6311,-10.508
6.6315,3.0861
6.6319,14.439
6.6323,18.23
6.6327,14.247
6.6331,6.7816
6.6335,0.81984
6.6339,-2.865
6.6343,-5.4611
6.6347,-5.9505
6.6351,-2.3969
6.6355,1.8980000000000001
6.6359,2.4477
6.6363,0.7276199999999999
6.6367,0.36941
6.6371,2.6428
6.6375,7.4342
6.6379,14.878
6.6383,20.964000000000002
6.6387,19.797
6.6391,11.264000000000001
6.6395,0.09632
6.6399,-9.0964
6.6403,-14.43
6.6407,-14.058
6.6411,-7.7203
6.6415,1.3589
6.6419,7.0901
6.6423,6.4766
6.6427,3.7705
6.6431,4.3628
6.6435,6.6681
6.6439,5.104
6.6443,-2.6026
6.6447,-12.285
6.6451,-18.176
6.6455,-17.995
6.6459,-13.245999999999999
6.6463,-8.0856
6.6467,-4.9257
6.6471,-2.1593
6.6475,2.2881
6.6479,7.4093
6.6483,10.456
6.6487,10.513
6.6491,6.7461
6.6495,-0.8825799999999999
6.6499,-10.107000000000001
6.6503,-16.764
6.6507,-17.346
6.6511,-12.075999999999999
6.6515,-4.4575
6.6519,0.79493
6.6523,3.7882
6.6527,8.1931
6.6531,15.175999999999998
6.6535,20.205
6.6539,17.428
6.6543,7.3029
6.6547,-4.5178
6.6551,-14.302999999999999
6.6555,-21.339000000000002
6.6559,-21.736
6.6563,-12.242
6.6567,1.1992
6.6571,10.427
6.6575,15.134
6.6579,20.166
6.6583,23.16
6.6587,20.173
6.6591,13.453
6.6595,6.1431
6.6599,-2.5247
6.6603,-11.427
6.6607,-14.880999999999998
6.6611,-11.849
6.6615,-6.9686
6.6619,-1.9573
6.6623,5.6501
6.6627,14.495
6.6631,18.929000000000002
6.6635,16.045
6.6639,7.5192
6.6643,-1.8509
6.6647,-7.4793
6.6651,-9.6782
6.6655,-11.799000000000001
6.6659,-14.867
6.6663,-16.676
6.6667,-14.472999999999999
6.6671,-8.2737
6.6675,-2.1559
6.6679,1.1424
6.6683,4.3131
6.6687,8.3739
6.6691,9.789
6.6695,6.6503
6.6699,1.0999
6.6703,-5.4649
6.6707,-11.610999999999999
6.6711,-14.53
6.6715,-12.327
6.6719,-7.1921
6.6723,-2.0105
6.6727,2.3482
6.6731,5.0046
6.6735,5.3877
6.6739,4.8663
6.6743,4.4939
6.6747,5.072
6.6751,6.5474
6.6755,5.9764
6.6759,1.0927
6.6763,-5.0996
6.6767,-8.9902
6.6771,-10.972999999999999
6.6775,-10.349
6.6779,-4.5889
6.6783,5.1997
6.6787,13.027000000000001
6.6791,15.395999999999999
6.6795,13.389000000000001
6.6799,8.5618
6.6803,4.1641
6.6807,3.7846
6.6811,5.8522
6.6815,3.5682
6.6819,-3.2909
6.6823,-7.4191
6.6827,-4.7521
6.6831,1.0147
6.6835,5.5543
6.6839,7.5333
6.6843,6.9694
6.6847,4.6464
6.6851,2.4439
6.6855,1.2949
6.6859,-0.32949
6.6863,-3.6243
6.6867,-7.8234
6.6871,-11.218
6.6875,-13.228
6.6879,-13.235999999999999
6.6883,-9.5897
6.6887,-2.8228
6.6891,3.4015
6.6895,6.3487
6.6899,6.3416
6.6903,3.3802
6.6907,-2.9824
6.6911,-8.5966
6.6915,-9.0116
6.6919,-4.8869
6.6923,-0.98564
6.6927,-0.90407
6.6931,-3.2377
6.6935,-3.8371
6.6939,-0.024518
6.6943,5.1854
6.6947,6.3416
6.6951,2.3481
6.6955,-2.9611
6.6959,-5.2664
6.6963,-2.9327
6.6967,2.0467
6.6971,6.3345
6.6975,8.2674
6.6979,6.7636
6.6983,1.5679
6.6987,-3.7627
6.6991,-5.9616
6.6995,-4.2876
6.6999,-0.084837
6.7003,4.0008
6.7007,5.0542
6.7011,3.0965
6.7015,1.7097
6.7019,3.7207
6.7023,9.0157
6.7027,14.41
6.7031,15.712
6.7035,10.722000000000001
6.7039,1.5253
6.7043,-6.2701
6.7047,-9.2315
6.7051,-8.5329
6.7055,-6.3021
6.7059,-3.3689999999999998
6.7063,-1.0141
6.7067,-0.51046
6.7071,1.1884
6.7075,7.3169
6.7079,13.385
6.7083,10.824000000000002
6.7087,-1.3829
6.7091,-14.658
6.7095,-19.864
6.7099,-15.137
6.7103,-7.5221
6.7107,-5.3871
6.7111,-8.4868
6.7115,-9.1642
6.7119,-2.3725
6.7123,8.0085
6.7127,14.46
6.7131,13.538
6.7135,6.792000000000001
6.7139,-1.6241
6.7143,-8.079
6.7147,-10.899000000000001
6.7151,-10.615
6.7155,-9.2635
6.7159,-8.0577
6.7163,-5.5715
6.7167,0.25555
6.7171,7.8843
6.7175,13.729000000000001
6.7179,14.981
6.7183,10.186
6.7187,2.8623
6.7191,-1.6383
6.7195,-1.8547
6.7199,-2.5605
6.7203,-7.4016
6.7207,-12.275
6.7211,-9.6182
6.7215,1.1635
6.7219,10.995
6.7223,12.435
6.7227,8.1113
6.7231,5.7315
6.7235,9.1575
6.7239,15.417
6.7243,16.698
6.7247,8.5298
6.7251,-4.9225
6.7255,-14.793
6.7259,-15.700999999999999
6.7263,-9.4764
6.7267,-0.75883
6.7271,7.2033
6.7275,11.477
6.7279,9.5796
6.7283,3.5361
6.7287,-0.83686
6.7291,-0.72337
6.7295,0.36544
6.7299,-1.8654
6.7303,-7.2917
6.7307,-12.463
6.7311,-14.257
6.7315,-11.802999999999999
6.7319,-7.6464
6.7323,-5.9901
6.7327,-5.1708
6.7331,0.13489
6.7335,8.1006
6.7339,11.934000000000001
6.7343,9.6079
6.7347,3.2878
6.7351,-4.6531
6.7355,-11.789000000000001
6.7359,-14.302999999999999
6.7363,-11.087
6.7367,-5.3234
6.7371,-0.42904
6.7375,2.7452
6.7379,3.9156
6.7383,3.9369
6.7387,4.2241
6.7391,6.1925
6.7395,8.7425
6.7399,8.4659
6.7403,4.8696
6.7407,-0.51063
6.7411,-6.6818
6.7415,-12.654000000000002
6.7419,-14.988
6.7423,-10.732000000000001
6.7427,-1.2909
6.7431,8.4198
6.7435,13.623
6.7439,15.112
6.7443,15.009
6.7447,13.545
6.7451,10.119
6.7455,4.8022
6.7459,-1.3086
6.7463,-6.2881
6.7467,-7.7777
6.7471,-5.3802
6.7475,-2.0393
6.7479,0.14192000000000002
6.7483,3.2452
6.7487,8.1644
6.7491,10.512
6.7495,6.8592
6.7499,0.50721
6.7503,-2.6493
6.7507,-2.472
6.7511,-3.5111
6.7515,-7.5117
6.7519,-11.448
6.7523,-11.924000000000001
6.7527,-8.6147
6.7531,-2.9366
6.7535,1.0037
6.7539,0.003572
6.7543,-3.1565
6.7547,-3.0536
6.7551,0.32985
6.7555,3.2026
6.7559,3.3835
6.7563,0.80155
6.7567,-3.8339
6.7571,-8.5758
6.7575,-10.048
6.7579,-7.2103
6.7583,-1.5002
6.7587,4.3553
6.7591,6.6464
6.7595,4.3553
6.7599,0.75543
6.7603,-1.0214
6.7607,-1.2059
6.7611,-0.8937700000000001
6.7615,-0.3795
6.7619,1.979
6.7623,6.5577
6.7627,8.3807
6.7631,3.6849
6.7635,-4.5291
6.7639,-9.9803
6.7643,-7.1713
6.7647,2.7025
6.7651,11.523
6.7655,13.261
6.7659,9.4234
6.7663,5.5185
6.7667,4.1673
6.7671,4.9972
6.7675,5.2313
6.7679,2.5039
6.7683,-1.7734
6.7687,-2.6565
6.7691,1.8939
6.7695,7.0755
6.7699,7.6288
6.7703,2.4861
6.7707,-5.0008
6.7711,-11.012
6.7715,-11.456
6.7719,-3.5964
6.7723,7.721
6.7727,12.988
6.7731,6.5151
6.7735,-6.9231
6.7739,-16.772000000000002
6.7743,-16.659000000000002
6.7747,-10.14
6.7751,-4.9547
6.7755,-3.6992
6.7759,-4.5859
6.7763,-3.8872
6.7767,-0.28381999999999996
6.7771,2.9578
6.7775,2.3442
6.7779,-0.31929
6.7783,-0.93996
6.7787,0.73406
6.7791,1.791
6.7795,0.38648000000000005
6.7799,-3.0218
6.7803,-7.5687
6.7807,-11.924000000000001
6.7811,-11.927
6.7815,-5.4052
6.7819,4.5112
6.7823,13.100999999999999
6.7827,16.992
6.7831,14.453
6.7835,6.8485
6.7839,-1.8763
6.7843,-8.5901
6.7847,-11.552
6.7851,-9.9095
6.7855,-4.4051
6.7859,2.8549
6.7863,8.2742
6.7867,10.909
6.7871,11.402000000000001
6.7875,10.238999999999999
6.7879,8.8417
6.7883,8.1714
6.7887,7.3769
6.7891,4.6389
6.7895,1.0390000000000001
6.7899,-1.5571
6.7903,-2.8126
6.7907,-4.2207
6.7911,-5.0861
6.7915,-3.068
6.7919,1.8122
6.7923,6.9478
6.7927,8.9764
6.7931,7.9124
6.7935,6.21
6.7939,3.8338
6.7943,-2.3764
6.7947,-12.662
6.7951,-22.185
6.7955,-24.695999999999998
6.7959,-18.883
6.7963,-7.4482
6.7967,3.6529
6.7971,8.9942
6.7975,9.1892
6.7979,8.2387
6.7983,6.4015
6.7987,2.1207
6.7991,-3.7384
6.7995,-9.0903
6.7999,-11.91
6.8003,-11.431
6.8007,-8.3952
6.8011,-5.5153
6.8015,-4.1853
6.8019,-2.5644
6.8023,2.0746
6.8027,9.5297
6.8031,15.267999999999999
6.8035,15.878
6.8039,11.878
6.8043,4.2026
6.8047,-6.1395
6.8051,-14.552
6.8055,-16.872
6.8059,-14.932
6.8063,-9.7323
6.8067,0.95737
6.8071,13.229000000000001
6.8075,17.737000000000002
6.8079,14.505999999999998
6.8083,11.710999999999999
6.8087,11.324000000000002
6.8091,9.9943
6.8095,8.4373
6.8099,7.2775
6.8103,2.0568
6.8107,-6.6361
6.8111,-12.527000000000001
6.8115,-11.370999999999999
6.8119,-5.0826
6.8123,3.44
6.8127,12.147
6.8131,17.07
6.8135,15.045
6.8139,6.4228
6.8143,-4.0931
6.8147,-9.2748
6.8151,-6.3417
6.8155,-2.4936
6.8159,-5.7459
6.8163,-13.549000000000001
6.8167,-18.188
6.8171,-15.946
6.8175,-8.4839
6.8179,0.4537
6.8183,6.9548
6.8187,10.501
6.8191,12.661
6.8195,10.661
6.8199,1.0956
6.8203,-12.261
6.8207,-20.213
6.8211,-19.787
6.8215,-14.921
6.8219,-7.9236
6.8223,1.3013
6.8227,11.594000000000001
6.8231,17.492
6.8235,15.194
6.8239,7.0221
6.8243,-1.114
6.8247,-5.3452
6.8251,-5.2742
6.8255,-2.5717
6.8259,-0.79123
6.8263,-1.4296
6.8267,-3.4193
6.8271,-5.3062
6.8275,-5.3239
6.8279,-2.4582
6.8283,3.2874
6.8287,11.023
6.8291,17.361
6.8295,17.495
6.8299,10.796
6.8303,2.1667
6.8307,-3.4796
6.8311,-4.4124
6.8315,-2.1674
6.8319,0.49618999999999996
6.8323,1.9964
6.8327,3.142
6.8331,6.5717
6.8335,11.110999999999999
6.8339,11.356
6.8343,5.3693
6.8347,-2.1319
6.8351,-7.4165
6.8355,-10.062000000000001
6.8359,-9.0054
6.8363,-3.4974
6.8367,2.0425
6.8371,1.3084
6.8375,-4.6182
6.8379,-9.9134
6.8383,-10.293
6.8387,-5.7779
6.8391,0.8579200000000001
6.8395,3.7627
6.8399,-0.44727
6.8403,-6.4057
6.8407,-8.2393
6.8411,-7.0477
6.8415,-6.4944
6.8419,-6.2993
6.8423,-3.4974
6.8427,2.1099
6.8431,8.0541
6.8435,10.555
6.8439,6.6248
6.8443,-2.9725
6.8447,-11.767999999999999
6.8451,-13.343
6.8455,-8.0798
6.8459,-1.0644
6.8463,4.7522
6.8467,8.7457
6.8471,8.6464
6.8475,4.9862
6.8479,3.0604
6.8483,3.7449
6.8487,1.2161
6.8491,-3.6819
6.8495,-2.8662
6.8499,3.5463
6.8503,5.7417
6.8507,0.88269
6.8511,-3.6748
6.8515,-3.9976
6.8519,0.34713
6.8523,9.9906
6.8527,20.712
6.8531,22.226999999999997
6.8535,12.168
6.8539,0.24073000000000003
6.8543,-5.5120000000000005
6.8547,-5.9270000000000005
6.8551,-3.5933
6.8555,0.52446
6.8559,2.5461
6.8563,0.066929
6.8567,-2.9407
6.8571,-2.7739999999999996
6.8575,-0.1849
6.8579,2.5141
6.8583,3.4363
6.8587,0.76207
6.8591,-5.434
6.8595,-10.875
6.8599,-11.272
6.8603,-8.0621
6.8607,-5.9306
6.8611,-6.0973
6.8615,-5.239
6.8619,-1.9441
6.8623,1.6168
6.8627,3.3299
6.8631,2.6276
6.8635,0.013694999999999999
6.8639,-2.5825
6.8643,-3.2528
6.8647,-2.7882
6.8651,-3.533
6.8655,-4.6148
6.8659,-4.1253
6.8663,-2.4265
6.8667,-2.0257
6.8671,-1.9086
6.8675,-0.27716
6.8679,3.1064
6.8683,7.3412
6.8687,10.505
6.8691,10.093
6.8695,4.8727
6.8699,-2.5789999999999997
6.8703,-9.4312
6.8707,-12.194
6.8711,-8.4807
6.8715,-0.75244
6.8719,4.9932
6.8723,6.9439
6.8727,7.8554
6.8731,9.6004
6.8735,11.998
6.8739,14.044
6.8743,14.53
6.8747,10.452
6.8751,1.7657
6.8755,-6.4059
6.8759,-10.375
6.8763,-9.9739
6.8767,-5.7923
6.8771,1.4394
6.8775,7.7206
6.8779,9.0755
6.8783,6.6992
6.8787,4.1881
6.8791,3.0106
6.8795,1.4146
6.8799,-2.5471
6.8803,-8.3176
6.8807,-13.690999999999999
6.8811,-16.649
6.8815,-15.439
6.8819,-9.8392
6.8823,-2.806
6.8827,1.521
6.8831,3.1595
6.8835,4.9435
6.8839,6.4332
6.8843,4.4718
6.8847,-0.81634
6.8851,-5.912999999999999
6.8855,-9.4455
6.8859,-11.084000000000001
6.8863,-9.9101
6.8867,-5.5512
6.8871,0.1519
6.8875,4.5144
6.8879,5.7274
6.8883,3.5142
6.8887,1.0137
6.8891,2.358
6.8895,6.3658
6.8899,7.7206
6.8903,3.8689
6.8907,-1.4051
6.8911,-4.8525
6.8915,-7.2856
6.8919,-8.7752
6.8923,-7.5445
6.8927,-2.2989
6.8931,5.0038
6.8935,11.302999999999999
6.8939,14.339
6.8943,14.445
6.8947,12.107999999999999
6.8951,8.0362
6.8955,5.2414
6.8959,3.8546
6.8963,1.3152
6.8967,-2.8309
6.8971,-5.1363
6.8975,-3.3275
6.8979,-0.16025999999999999
6.8983,2.6736
6.8987,5.7415
6.8991,8.7314
6.8995,8.4015
6.8999,2.0103
6.9003,-7.0657
6.9007,-10.652000000000001
6.9011,-4.9093
6.9015,2.6097
6.9019,1.8614
6.9023,-7.4311
6.9027,-16.167
6.9031,-15.943
6.9035,-8.3923
6.9039,-1.4087
6.9043,0.72639
6.9047,0.32561
6.9051,0.8930799999999999
6.9055,2.0209
6.9059,2.8686
6.9063,1.7549
6.9067,-2.4834
6.9071,-8.0837
6.9075,-10.79
6.9079,-8.5909
6.9083,-3.5084
6.9087,1.3648
6.9091,4.0213
6.9095,3.7588
6.9099,1.1272
6.9103,-1.2775
6.9107,-0.08583400000000001
6.9111,5.103
6.9115,10.136000000000001
6.9119,9.3946
6.9123,2.748
6.9127,-6.0727
6.9131,-14.163
6.9135,-16.535999999999998
6.9139,-8.1582
6.9143,5.7379
6.9147,14.899000000000001
6.9151,17.882
6.9155,17.754
6.9159,13.292
6.9163,4.9115
6.9167,0.048911
6.9171,1.1839
6.9175,0.8433700000000001
6.9179,-3.9625
6.9183,-6.5019
6.9187,-1.4868
6.9191,6.5962
6.9195,11.735
6.9199,11.994000000000002
6.9203,6.4401
6.9207,-1.4195
6.9211,-4.8598
6.9215,-2.519
6.9219,-0.1852
6.9223,-1.5081
6.9227,-6.4488
6.9231,-12.617
6.9235,-15.05
6.9239,-10.425
6.9243,-3.1113
6.9247,0.7369399999999999
6.9251,0.95329
6.9255,0.009856499999999999
6.9259,-0.41221
6.9263,0.12335
6.9267,-0.9655100000000001
6.9271,-5.7997
6.9275,-9.9884
6.9279,-8.0803
6.9283,-1.7209999999999999
6.9287,3.9574
6.9291,5.4364
6.9295,2.4181
6.9299,-1.0329
6.9303,-1.6642
6.9307,-1.5436
6.9311,-3.4731
6.9315,-5.3209
6.9319,-3.2
6.9323,2.7976
6.9327,8.0645
6.9331,9.5825
6.9335,7.1565
6.9339,2.2656
6.9343,-3.1681
6.9347,-8.0236
6.9351,-7.9846
6.9355,-0.95136
6.9359,7.1742
6.9363,9.4796
6.9367,7.6531
6.9371,6.2627
6.9375,5.2661
6.9379,4.3439
6.9383,5.7555
6.9387,8.3305
6.9391,7.0359
6.9395,2.3897
6.9399,-0.19238
6.9403,0.60919
6.9407,1.9392
6.9411,1.7583
6.9415,0.12328
6.9419,-1.8097
6.9423,-4.0016
6.9427,-5.9878
6.9431,-4.7039
6.9435,1.5597
6.9439,7.7488
6.9443,6.245
6.9447,-3.0121
6.9451,-12.404000000000002
6.9455,-15.936
6.9459,-13.45
6.9463,-9.0238
6.9467,-6.456
6.9471,-5.8282
6.9475,-3.0405
6.9479,2.8968
6.9483,6.816
6.9487,5.4753
6.9491,1.4533
6.9495,-2.0687
6.9499,-3.8527
6.9503,-3.7569
6.9507,-2.7213
6.9511,-3.4909
6.9515,-6.5057
6.9519,-8.8253
6.9523,-7.0412
6.9527,-1.4728
6.9531,4.843999999999999
6.9535,9.8733
6.9539,11.994000000000002
6.9543,9.8307
6.9547,4.4822
6.9551,-0.029297000000000004
6.9555,-3.3845
6.9559,-8.5628
6.9563,-11.234000000000002
6.9567,-5.619
6.9571,4.0956
6.9575,9.4299
6.9579,10.164
6.9583,10.280999999999999
6.9587,9.4157
6.9591,7.5927
6.9595,8.0928
6.9599,9.8945
6.9603,7.8658
6.9607,2.0207
6.9611,-3.0618
6.9615,-5.1225
6.9619,-3.6825
6.9623,1.4461
6.9627,7.7416
6.9631,10.036
6.9635,5.6987
6.9639,-2.5476
6.9643,-9.0594
6.9647,-9.0169
6.9651,-3.3739999999999997
6.9655,0.65163
6.9659,-1.331
6.9663,-5.6013
6.9667,-8.0699
6.9671,-8.726
6.9675,-7.7932
6.9679,-5.4772
6.9683,-3.1399
6.9687,-0.8415799999999999
6.9691,1.5702
6.9695,1.8965
6.9699,-1.1892
6.9703,-5.6226
6.9707,-7.7684
6.9711,-5.8389999999999995
6.9715,-1.3488
6.9719,2.9074
6.9723,4.89
6.9727,3.3542
6.9731,-0.98701
6.9735,-5.0339
6.9739,-5.7539
6.9743,-4.0195
6.9747,-0.73875
6.9751,4.4715
6.9755,10.309000000000001
6.9759,12.472999999999999
6.9763,9.2951
6.9767,2.7193
6.9771,-6.8853
6.9775,-16.180999999999997
6.9779,-16.302
6.9783,-4.321000000000001
6.9787,9.5008
6.9791,15.119000000000002
6.9795,12.812999999999999
6.9799,7.8905
6.9803,4.6346
6.9807,5.954
6.9811,10.742
6.9815,11.522
6.9819,4.7623
6.9823,-3.1648
6.9827,-6.442
6.9831,-6.1228
6.9835,-4.2998
6.9839,-0.25643
6.9843,3.7266
6.9847,4.6984
6.9851,3.4819
6.9855,2.4391
6.9859,2.7335
6.9863,4.1274
6.9867,3.9217
6.9871,-1.8915
6.9875,-11.45
6.9879,-18.267
6.9883,-18.423
6.9887,-12.837
6.9891,-4.6225
6.9895,1.4779
6.9899,3.3435
6.9903,3.5918
6.9907,4.2125
6.9911,3.2513
6.9915,-0.83105
6.9919,-4.6509
6.9923,-4.9631
6.9927,-3.5904
6.9931,-3.5337
6.9935,-4.1721
6.9939,-3.1152
6.9943,-1.5119999999999998
6.9947,-2.381
6.9951,-4.5623
6.9955,-3.4202
6.9959,2.2866
6.9963,9.5858
6.9967,13.285
6.9971,9.7029
6.9975,1.4885
6.9979,-4.4807
6.9983,-6.4421
6.9987,-7.765
6.9991,-8.8433
6.9995,-5.5199
6.9999,2.1127
7.0003,8.5289
7.0007,11.806
7.0011,12.585999999999999
7.0015,10.366
7.0019,6.5037
7.0023,5.6453
7.0027,7.8231
7.0031,7.3052
7.0035,2.7866
7.0039,-2.1221
7.0043,-3.6544
7.0047,-2.4839
7.0051,-0.025987
7.0055,2.4319
7.0059,2.6696
7.0063,0.37124
7.0067,-2.6825
7.0071,-4.3176
7.0075,-2.8031
7.0079,2.6518
7.0083,7.8124
7.0087,5.8049
7.0091,-3.4912
7.0095,-13.663
7.0099,-18.668
7.0103,-16.994
7.0107,-10.790999999999999
7.0111,-4.4028
7.0115,-0.25301999999999997
7.0119,2.3326
7.0123,3.7939
7.0127,4.0280000000000005
7.0131,3.3505
7.0135,1.4778
7.0139,-2.0371
7.0143,-6.0201
7.0147,-7.3643
7.0151,-4.19
7.0155,0.034257
7.0159,-0.7531399999999999
7.0163,-5.9279
7.0167,-8.6908
7.0171,-5.2044
7.0175,3.3753
7.0179,13.498
7.0183,19.265
7.0187,15.583
7.0191,4.9785
7.0195,-5.9137
7.0199,-14.635
7.0203,-18.796
7.0207,-13.71
7.0211,-1.3136
7.0215,9.192
7.0219,13.452
7.0223,16.105
7.0227,18.197
7.0231,14.767999999999999
7.0235,6.382999999999999
7.0239,1.2579
7.0243,1.3181
7.0247,1.2224
7.0251,-1.2249
7.0255,-3.5835
7.0259,-3.9488
7.0263,-1.8101
7.0267,3.7832
7.0271,10.497
7.0275,12.629000000000001
7.0279,7.4647
7.0283,-1.1433
7.0287,-7.3999
7.0291,-7.861000000000001
7.0295,-4.6582
7.0299,-3.6261
7.0303,-6.882000000000001
7.0307,-10.713
7.0311,-10.929
7.0315,-7.3006
7.0319,-2.0797
7.0323,2.1019
7.0327,2.3963
7.0331,-1.2356
7.0335,-4.9101
7.0339,-5.2541
7.0343,-3.0869999999999997
7.0347,-1.7676
7.0351,-2.7111
7.0355,-3.1189
7.0359,-0.082883
7.0363,3.8647
7.0367,4.7443
7.0371,1.6196
7.0375,-4.3319
7.0379,-10.227
7.0383,-11.465
7.0387,-6.1479
7.0391,3.3752
7.0395,12.792
7.0399,17.74
7.0403,15.972999999999999
7.0407,7.797999999999999
7.0411,-4.2219999999999995
7.0415,-15.093
7.0419,-18.363
7.0423,-11.199000000000002
7.0427,0.37106999999999996
7.0431,9.5537
7.0435,14.415999999999999
7.0439,15.154000000000002
7.0443,12.079
7.0447,8.3265
7.0451,7.5604
7.0455,7.2305
7.0459,3.0737
7.0462,-3.0481
7.0466,-6.0664
7.047000000000001,-4.7221
7.0475,-1.6435
7.0479,2.0841
7.0482,5.5139
7.0486,6.4999
7.0489999999999995,5.0244
7.0494,3.2119999999999997
7.0498,0.80729
7.0502,-2.8282
7.0506,-6.2898
7.051,-8.9322
7.0514,-11.365
